Fact,ProvenanceLeft,ProvenanceRight,Rule
partOfTransitive(369|2),partOfTransitive(369|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(369|66),partOf(369|66),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(369|gpcr),partOfTransitive(369|66),partOf(66|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(36|1),partOfTransitive(36|7),partOf(7|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(36|7),partOf(36|7),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(36|gpcr),partOf(36|gpcr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(370|1),partOfTransitive(370|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(370|14),partOfTransitive(370|67),partOf(67|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(370|2),partOfTransitive(370|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(370|67),partOf(370|67),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(370|gpcr),partOfTransitive(370|67),partOf(67|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(371|1),partOfTransitive(371|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(371|14),partOfTransitive(371|67),partOf(67|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(371|2),partOfTransitive(371|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(371|67),partOf(371|67),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(371|gpcr),partOfTransitive(371|67),partOf(67|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(372|1),partOfTransitive(372|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(372|14),partOfTransitive(372|67),partOf(67|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(372|2),partOfTransitive(372|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(372|67),partOf(372|67),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(372|gpcr),partOfTransitive(372|67),partOf(67|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(373|1),partOfTransitive(373|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(373|14),partOfTransitive(373|68),partOf(68|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(373|2),partOfTransitive(373|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(373|68),partOf(373|68),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(373|gpcr),partOfTransitive(373|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(373|lgic),partOfTransitive(373|68),partOf(68|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(374|1),partOfTransitive(374|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(374|14),partOfTransitive(374|68),partOf(68|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(374|2),partOfTransitive(374|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(374|68),partOf(374|68),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(374|gpcr),partOfTransitive(374|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(374|lgic),partOfTransitive(374|68),partOf(68|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(375|1),partOfTransitive(375|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(375|14),partOfTransitive(375|68),partOf(68|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(375|2),partOfTransitive(375|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(375|68),partOf(375|68),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(375|gpcr),partOfTransitive(375|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(375|lgic),partOfTransitive(375|68),partOf(68|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(376|1),partOfTransitive(376|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(376|14),partOfTransitive(376|68),partOf(68|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(376|2),partOfTransitive(376|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(376|68),partOf(376|68),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(376|gpcr),partOfTransitive(376|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(376|lgic),partOfTransitive(376|68),partOf(68|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(377|1),partOfTransitive(377|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(377|14),partOfTransitive(377|68),partOf(68|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(377|2),partOfTransitive(377|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(377|68),partOf(377|68),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(377|gpcr),partOfTransitive(377|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(377|lgic),partOfTransitive(377|68),partOf(68|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(378|1),partOfTransitive(378|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(378|14),partOfTransitive(378|68),partOf(68|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(378|2),partOfTransitive(378|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(378|68),partOf(378|68),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(378|gpcr),partOfTransitive(378|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(378|lgic),partOfTransitive(378|68),partOf(68|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(379|1),partOfTransitive(379|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(379|14),partOfTransitive(379|68),partOf(68|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(379|2),partOfTransitive(379|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(379|68),partOf(379|68),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(379|gpcr),partOfTransitive(379|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(379|lgic),partOfTransitive(379|68),partOf(68|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(37|1),partOfTransitive(37|8),partOf(8|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(37|8),partOf(37|8),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(37|gpcr),partOf(37|gpcr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(380|1),partOfTransitive(380|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(380|14),partOfTransitive(380|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(380|2),partOfTransitive(380|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(380|69),partOf(380|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(380|gpcr),partOfTransitive(380|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(380|vgic),partOfTransitive(380|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(381|1),partOfTransitive(381|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(381|14),partOfTransitive(381|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(381|2),partOfTransitive(381|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(381|69),partOf(381|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(381|gpcr),partOfTransitive(381|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(381|vgic),partOfTransitive(381|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(382|1),partOfTransitive(382|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(382|14),partOfTransitive(382|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(382|2),partOfTransitive(382|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(382|69),partOf(382|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(382|gpcr),partOfTransitive(382|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(382|vgic),partOfTransitive(382|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(383|1),partOfTransitive(383|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(383|14),partOfTransitive(383|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(383|2),partOfTransitive(383|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(383|69),partOf(383|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(383|gpcr),partOfTransitive(383|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(383|vgic),partOfTransitive(383|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(384|1),partOfTransitive(384|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(384|14),partOfTransitive(384|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(384|2),partOfTransitive(384|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(384|69),partOf(384|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(384|gpcr),partOfTransitive(384|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(384|vgic),partOfTransitive(384|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(385|1),partOfTransitive(385|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(385|14),partOfTransitive(385|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(385|2),partOfTransitive(385|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(385|69),partOf(385|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(385|gpcr),partOfTransitive(385|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(385|vgic),partOfTransitive(385|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(386|1),partOfTransitive(386|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(386|14),partOfTransitive(386|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(386|2),partOfTransitive(386|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(386|69),partOf(386|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(386|gpcr),partOfTransitive(386|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(386|vgic),partOfTransitive(386|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(387|1),partOfTransitive(387|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(387|14),partOfTransitive(387|69),partOf(69|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(387|2),partOfTransitive(387|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(387|69),partOf(387|69),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(387|gpcr),partOfTransitive(387|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(387|vgic),partOfTransitive(387|69),partOf(69|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(388|1),partOfTransitive(388|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(388|14),partOfTransitive(388|70),partOf(70|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(388|2),partOfTransitive(388|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(388|70),partOf(388|70),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(388|gpcr),partOfTransitive(388|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(388|vgic),partOfTransitive(388|70),partOf(70|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(389|1),partOfTransitive(389|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(389|14),partOfTransitive(389|70),partOf(70|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(389|2),partOfTransitive(389|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(389|70),partOf(389|70),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(389|gpcr),partOfTransitive(389|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(389|vgic),partOfTransitive(389|70),partOf(70|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(38|1),partOfTransitive(38|9),partOf(9|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(38|9),partOf(38|9),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(38|gpcr),partOf(38|gpcr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(390|1),partOfTransitive(390|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(390|14),partOfTransitive(390|70),partOf(70|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(390|2),partOfTransitive(390|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(390|70),partOf(390|70),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(390|gpcr),partOfTransitive(390|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(390|vgic),partOfTransitive(390|70),partOf(70|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(391|1),partOfTransitive(391|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(391|14),partOfTransitive(391|70),partOf(70|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(391|2),partOfTransitive(391|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(391|70),partOf(391|70),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(391|gpcr),partOfTransitive(391|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(391|vgic),partOfTransitive(391|70),partOf(70|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(392|1),partOfTransitive(392|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(392|14),partOfTransitive(392|70),partOf(70|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(392|2),partOfTransitive(392|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(392|70),partOf(392|70),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(392|gpcr),partOfTransitive(392|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(392|vgic),partOfTransitive(392|70),partOf(70|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(393|1),partOfTransitive(393|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(393|14),partOfTransitive(393|70),partOf(70|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(393|2),partOfTransitive(393|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(393|70),partOf(393|70),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(393|gpcr),partOfTransitive(393|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(393|vgic),partOfTransitive(393|70),partOf(70|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(394|1),partOfTransitive(394|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(394|14),partOfTransitive(394|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(394|2),partOfTransitive(394|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(394|71),partOf(394|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(394|gpcr),partOfTransitive(394|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(394|vgic),partOfTransitive(394|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(395|1),partOfTransitive(395|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(395|14),partOfTransitive(395|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(395|2),partOfTransitive(395|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(395|71),partOf(395|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(395|gpcr),partOfTransitive(395|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(395|vgic),partOfTransitive(395|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(396|1),partOfTransitive(396|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(396|14),partOfTransitive(396|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(396|2),partOfTransitive(396|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(396|71),partOf(396|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(396|gpcr),partOfTransitive(396|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(396|vgic),partOfTransitive(396|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(397|1),partOfTransitive(397|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(397|14),partOfTransitive(397|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(397|2),partOfTransitive(397|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(397|71),partOf(397|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(397|gpcr),partOfTransitive(397|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(397|vgic),partOfTransitive(397|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(398|1),partOfTransitive(398|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(398|14),partOfTransitive(398|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(398|2),partOfTransitive(398|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(398|71),partOf(398|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(398|gpcr),partOfTransitive(398|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(398|vgic),partOfTransitive(398|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(399|1),partOfTransitive(399|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(399|14),partOfTransitive(399|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(399|2),partOfTransitive(399|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(399|71),partOf(399|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(399|gpcr),partOfTransitive(399|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(399|vgic),partOfTransitive(399|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(39|1),partOfTransitive(39|9),partOf(9|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(39|9),partOf(39|9),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(39|gpcr),partOf(39|gpcr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(3|1),partOf(3|1),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(3|gpcr),partOf(3|gpcr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(400|1),partOfTransitive(400|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(400|14),partOfTransitive(400|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(400|2),partOfTransitive(400|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(400|71),partOf(400|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(400|gpcr),partOfTransitive(400|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(400|vgic),partOfTransitive(400|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(401|1),partOfTransitive(401|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(401|14),partOfTransitive(401|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(401|2),partOfTransitive(401|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(401|71),partOf(401|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(401|gpcr),partOfTransitive(401|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(401|vgic),partOfTransitive(401|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(402|1),partOfTransitive(402|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
